length_mm,diameter1_mm,diameter2_mm
4986.514,1.7994,1.7927
4995.200,1.7936,1.7850
5013.257,1.7784,1.8000
5032.229,1.7788,1.7887
5046.857,1.7635,1.7750
5050.743,1.7969,1.7754
5050.743,1.7958,1.7811
5057.600,1.7891,1.7723
5071.771,1.7707,1.7854
5083.429,1.7975,1.7683
5092.343,1.7773,1.7939
5099.200,1.7886,1.7938
5099.200,1.7858,1.7828
5109.486,1.7689,1.7987
5129.600,1.8030,1.7999
5147.429,1.7889,1.7904
5161.372,1.8014,1.7685
5161.829,1.8047,1.7678
5164.571,1.7836,1.7687
5181.257,1.7646,1.8091
5194.057,1.7920,1.7771
5205.029,1.7537,1.7742
5208.915,1.7797,1.7777
5208.915,1.7793,1.7804
5219.200,1.7671,1.7991
5234.743,1.7759,1.7800
5241.372,1.7989,1.7943
5252.343,1.7672,1.7707
5258.743,1.7847,1.7655
5272.000,1.7904,1.7721
5282.743,1.7766,1.7893
5282.743,1.7804,1.7893
5283.657,1.7717,1.7633
5290.743,1.7799,1.7999
5303.543,1.7899,1.7877
5324.114,1.7644,1.7740
5339.429,1.7618,1.7999
5348.114,1.7726,1.7869
5348.114,1.7728,1.7883
5348.800,1.7783,1.7830
5348.800,1.7746,1.7827
5349.029,1.7763,1.7798
5367.086,1.7938,1.7810
5375.086,1.7989,1.7897
5375.314,1.8006,1.7715
5392.915,1.7822,1.7752
5404.800,1.7840,1.7819
5416.000,1.7822,1.7926
5432.686,1.7771,1.7972
5432.915,1.7811,1.7967
5440.686,1.7834,1.7941
5458.743,1.7603,1.7943
5473.829,1.7693,1.7731
5484.571,1.7949,1.7699
5484.571,1.7910,1.7684
5500.800,1.7930,1.7749
5518.171,1.7986,1.7731
5534.400,1.7853,1.7678
5546.743,1.7926,1.7860
5553.600,1.7661,1.7792
5553.600,1.7691,1.7792
5553.600,1.7663,1.7792
5553.600,1.7663,1.7825
5553.600,1.7697,1.7793
5555.429,1.7936,1.7906
5579.200,1.7911,1.7840
5601.372,1.7771,1.7736
5616.229,1.7648,1.7989
5616.457,1.7599,1.7926
5636.800,1.7835,1.7834
5657.372,1.7897,1.7717
5666.743,1.8029,1.7728
5666.743,1.7995,1.7903
5677.486,1.7836,1.7722
5701.029,1.7811,1.7751
5720.457,1.7836,1.7810
5722.743,1.8089,1.7788
5722.972,1.8090,1.7867
5736.686,1.7909,1.7806
5750.857,1.7741,1.7856
5768.000,1.7922,1.7922
5774.628,1.7713,1.7925
5774.628,1.7716,1.7929
5774.628,1.7716,1.7921
5776.915,1.7941,1.7816
5795.657,1.7733,1.7887
5799.543,1.7839,1.7812
5806.857,1.7690,1.7928
5816.686,1.8014,1.7836
5829.029,1.7598,1.7797
5839.543,1.7993,1.7903
5846.857,1.7882,1.7894
5846.857,1.7876,1.7912
5858.057,1.7785,1.7988
5866.972,1.7745,1.7861
5878.400,1.7870,1.7826
5893.029,1.7731,1.8000
5900.343,1.7665,1.7935
5900.343,1.7668,1.7914
5906.514,1.7753,1.7907
5918.857,1.8042,1.8042
5930.743,1.7591,1.7919
5938.514,1.7602,1.7846
5946.972,1.7510,1.7853
5949.943,1.7923,1.7858
5949.943,1.7919,1.7914
5963.886,1.7532,1.7979
5977.143,1.7578,1.7957
5979.429,1.7556,1.7994
5979.429,1.7559,1.7994
5979.429,1.7552,1.7821
5985.600,1.7675,1.7937
5993.600,1.7630,1.7870
6002.743,1.7514,1.7896
6005.486,1.7821,1.8057
6011.200,1.7519,1.7981
6013.714,1.7943,1.8025
6020.114,1.7698,1.7793
6026.743,1.7579,1.7999
6026.743,1.7594,1.7975
6026.972,1.7614,1.7817
6035.429,1.7643,1.7956
6044.114,1.7785,1.7896
6053.029,1.7828,1.8016
6069.257,1.7852,1.7829
6080.457,1.7635,1.8001
6094.857,1.7862,1.7790
6106.972,1.7635,1.7832
6115.200,1.7514,1.7828
6118.400,1.7910,1.7860
6136.229,1.7673,1.7741
6152.686,1.7520,1.7705
6161.829,1.7546,1.7871
6171.200,1.7561,1.7816
6171.429,1.7619,1.7882
6189.714,1.8030,1.7792
6202.514,1.7583,1.7932
6219.657,1.7725,1.7725
6229.486,1.8020,1.7803
6230.171,1.8040,1.7800
6232.457,1.7672,1.7798
6244.114,1.7980,1.7757
6263.771,1.7663,1.7864
6277.257,1.7940,1.7709
6289.829,1.7529,1.7919
6290.514,1.7611,1.7791
6301.486,1.7921,1.7795
6317.029,1.8085,1.7894
6319.543,1.7708,1.7896
6319.543,1.7708,1.7894
6319.771,1.7690,1.7965
6320.229,1.7670,1.7965
6320.457,1.7624,1.7961
6320.686,1.7638,1.7625
6330.972,1.7736,1.7949
6340.571,1.7950,1.7618
6340.571,1.7933,1.7637
6350.628,1.7785,1.7633
6365.257,1.7880,1.7858
6381.486,1.7888,1.7878
6394.057,1.7597,1.7968
6394.057,1.7602,1.7907
6403.657,1.7811,1.7858
6420.114,1.7901,1.7794
6434.057,1.7742,1.7967
6437.714,1.7946,1.7968
6439.086,1.7806,1.7897
6457.143,1.7577,1.7984
6469.714,1.7770,1.7932
6486.171,1.7818,1.7945
6487.314,1.7700,1.7928
6487.314,1.7622,1.7803
6505.372,1.7777,1.7925
6524.571,1.7766,1.7882
6531.429,1.7927,1.7866
6531.429,1.7945,1.7882
6537.829,1.7719,1.7900
6554.286,1.7818,1.7919
6568.915,1.7632,1.8025
6582.857,1.7574,1.8056
6593.372,1.7775,1.7919
6593.372,1.7783,1.7852
6605.486,1.7676,1.7994
6620.114,1.7838,1.7950
6637.029,1.7750,1.7738
6648.686,1.7823,1.7878
6667.429,1.7885,1.7851
6672.000,1.7650,1.7884
6672.229,1.7661,1.7738
6681.600,1.7926,1.7840
6698.743,1.7976,1.7647
6712.915,1.7882,1.7775
6729.829,1.7935,1.7874
6741.029,1.7621,1.7987
6741.257,1.7650,1.7956
6741.943,1.7639,1.7900
6759.314,1.7663,1.7905
6772.343,1.7790,1.7830
6784.686,1.7884,1.7673
6801.143,1.8063,1.7633
6803.429,1.7903,1.7818
6803.429,1.7902,1.7913
6808.229,1.7911,1.7685
6824.686,1.7877,1.7698
6841.372,1.7898,1.7634
6856.457,1.7905,1.7719
6874.286,1.7895,1.7938
6883.886,1.7781,1.7904
6883.886,1.7782,1.7620
6894.171,1.7826,1.7753
6908.571,1.7709,1.7854
6927.314,1.7927,1.7904
6946.972,1.7652,1.8019
6947.200,1.7692,1.7996
6956.800,1.7621,1.8025
6984.229,1.8003,1.7979
6991.314,1.7857,1.7807
6999.771,1.8006,1.7788
7000.000,1.8001,1.7731
7018.514,1.7734,1.7875
7034.286,1.7811,1.7993
7049.143,1.7877,1.7769
7049.143,1.7926,1.7909
7064.457,1.7875,1.7925
7084.571,1.7651,1.7799
7098.743,1.7704,1.7808
7104.229,1.7949,1.7809
7109.943,1.7818,1.7884
7127.543,1.8086,1.8049
7144.229,1.7878,1.8011
7157.029,1.7741,1.7873
7157.029,1.7775,1.7886
7165.943,1.7912,1.7970
7179.429,1.7640,1.8021
7196.114,1.7850,1.7976
7208.457,1.7767,1.8047
7209.600,1.7780,1.8011
7214.400,1.8015,1.7974
7232.915,1.7793,1.7657
7252.571,1.7885,1.7799
7264.915,1.7784,1.7984
7264.915,1.7812,1.8014
7264.915,1.7812,1.7986
7264.915,1.7810,1.7985
7264.915,1.7808,1.7986
7264.915,1.7814,1.7987
7264.915,1.7787,1.7851
7273.829,1.7679,1.7966
7290.972,1.7829,1.7676
7304.915,1.7728,1.8024
7315.886,1.7989,1.7826
7328.229,1.7795,1.7903
7328.229,1.7798,1.7902
7328.229,1.7799,1.7900
7328.229,1.7831,1.7938
7328.229,1.7819,1.7766
7338.057,1.7768,1.7596
7357.257,1.7904,1.7719
7369.600,1.7802,1.7885
7382.400,1.7855,1.8059
7382.400,1.7874,1.8072
7388.571,1.8030,1.7714
7403.657,1.7995,1.7705
7410.514,1.7980,1.7698
7410.514,1.7981,1.7698
7410.514,1.7982,1.7697
7410.514,1.7982,1.7677
7410.514,1.7979,1.7681
7410.514,1.7979,1.7681
7410.514,1.7980,1.7679
7410.514,1.7980,1.7680
7410.514,1.7978,1.7681
7410.514,1.7979,1.7680
7410.514,1.7979,1.7681
7410.514,1.7978,1.7676
7410.514,1.8009,1.7857
7419.886,1.8066,1.8004
7434.286,1.8040,1.7773
7434.286,1.8017,1.7773
7434.286,1.8015,1.7776
7434.286,1.8038,1.7758
7436.800,1.7983,1.7784
7443.429,1.8006,1.7942
7448.229,1.7829,1.7763
7456.229,1.7810,1.7710
7457.600,1.7867,1.7709
7457.600,1.7867,1.7710
7457.600,1.7866,1.7745
7457.600,1.7866,1.7746
7457.600,1.7867,1.7715
7457.600,1.7867,1.7749
7457.600,1.7866,1.7751
7457.600,1.7870,1.7752
7457.600,1.7871,1.7752
7457.600,1.7867,1.7749
7457.600,1.7867,1.7751
7457.600,1.7868,1.7730
7457.600,1.7870,1.7756
7457.600,1.7863,1.7688
7465.143,1.7803,1.7918
7468.343,1.7793,1.7919
7471.771,1.7732,1.7817
7485.486,1.7948,1.7759
7495.771,1.7804,1.7783
7506.057,1.7956,1.7706
7506.057,1.7937,1.7712
7506.057,1.7938,1.7711
7506.057,1.7939,1.7713
7506.057,1.7940,1.7714
7506.057,1.7940,1.7714
7506.057,1.7940,1.7713
7506.057,1.7939,1.7713
7506.057,1.7940,1.7712
7506.057,1.7940,1.7716
7506.057,1.7942,1.7715
7506.057,1.7942,1.7715
7506.057,1.7971,1.7713
7506.057,1.7940,1.7715
7506.057,1.7941,1.7715
7506.057,1.7941,1.7743
7506.057,1.7939,1.7715
7506.057,1.7940,1.7743
7506.057,1.7941,1.7714
7506.057,1.7940,1.7715
7506.057,1.7940,1.7716
7506.057,1.7940,1.7714
7506.057,1.7975,1.7954
7515.657,1.7796,1.7961
7522.514,1.7858,1.8022
7529.600,1.7862,1.7799
7530.057,1.7891,1.7810
7530.057,1.7890,1.7808
7530.057,1.7888,1.7805
7530.057,1.7888,1.7808
7530.057,1.7889,1.7806
7530.057,1.7858,1.7807
7530.057,1.7888,1.7800
7538.514,1.7912,1.7882
7552.457,1.7710,1.7913
7565.257,1.7750,1.8038
7566.171,1.7650,1.8039
7566.171,1.7657,1.8038
7567.086,1.7603,1.7839
7576.457,1.7830,1.7910
7585.372,1.7985,1.7876
7585.372,1.8008,1.7871
7585.372,1.8005,1.7871
7585.372,1.8006,1.7870
7585.372,1.8006,1.7872
7585.372,1.8004,1.7941
7591.086,1.7678,1.7924
7593.829,1.8058,1.7949
7593.829,1.8065,1.7967
7599.771,1.7681,1.8027
7613.486,1.7599,1.8080
7628.571,1.7625,1.7823
7633.372,1.8065,1.7830
7633.372,1.8044,1.7793
7638.857,1.7658,1.8058
7655.086,1.7745,1.7866
7656.686,1.8012,1.7872
7656.686,1.8011,1.7873
7656.686,1.7986,1.7875
7656.686,1.7986,1.7874
7656.686,1.8012,1.7872
7656.686,1.8004,1.7840
7657.143,1.8014,1.7849
7658.057,1.8011,1.7946
7678.628,1.7695,1.7857
7687.771,1.7823,1.7822
7688.229,1.7917,1.7857
7688.229,1.7882,1.7855
7688.229,1.7877,1.7823
7688.229,1.7883,1.7856
7688.229,1.7915,1.7857
7688.229,1.7879,1.7794
7694.171,1.7589,1.7897
7708.343,1.7695,1.7802
7711.771,1.7846,1.7798
7711.771,1.7862,1.7772
7721.600,1.7990,1.7793
7735.771,1.7889,1.8075
7745.143,1.7976,1.7779
7746.057,1.7902,1.7775
7754.514,1.7624,1.7837
7774.857,1.7427,1.8017
7790.628,1.7536,1.7833
7791.543,1.7682,1.7831
7791.543,1.7702,1.7814
7791.543,1.7700,1.7820
7807.314,1.7694,1.7909
7816.457,1.7823,1.7679
7816.457,1.7871,1.7682
7816.457,1.7845,1.7680
7816.457,1.7869,1.7700
7829.257,1.7704,1.7909
7843.657,1.7779,1.7679
7848.457,1.7938,1.7646
7852.343,1.7764,1.7650
7860.343,1.7822,1.7717
7864.457,1.8028,1.7719
7864.457,1.8035,1.7813
7866.286,1.7854,1.7736
7882.286,1.7833,1.7986
7883.200,1.7743,1.7985
7883.200,1.7742,1.7983
7883.200,1.7743,1.7983
7883.200,1.7744,1.7982
7883.200,1.7739,1.7982
7883.429,1.7738,1.7896
7901.486,1.7631,1.7699
7904.686,1.7959,1.7809
7912.686,1.7904,1.7768
7912.686,1.7907,1.7800
7912.686,1.7907,1.7799
7912.686,1.7905,1.7798
7912.686,1.7906,1.7762
7917.486,1.7724,1.7718
7936.915,1.8018,1.7996
7950.400,1.7759,1.8024
7959.543,1.7946,1.7873
7972.114,1.7647,1.7764
7975.543,1.7934,1.7836
7995.886,1.7705,1.7831
8000.457,1.8086,1.7977
8017.829,1.7834,1.7903
8028.114,1.7628,1.7826
8031.543,1.8045,1.7754
8053.486,1.7854,1.7751
8068.800,1.7731,1.7655
8081.829,1.7722,1.7986
8082.286,1.7692,1.8095
8096.915,1.7690,1.7774
8115.200,1.7672,1.7797
8125.714,1.7930,1.7921
8127.314,1.7844,1.7943
8133.257,1.7946,1.7657
8151.086,1.7920,1.7658
8170.057,1.7640,1.7854
8189.486,1.7941,1.8010
8192.000,1.7736,1.8072
8199.314,1.7758,1.7790
8214.400,1.7931,1.7996
8230.629,1.7888,1.7877
8245.257,1.8020,1.7772
8250.058,1.7746,1.7777
8251.200,1.7900,1.7962
8268.571,1.8066,1.7887
8280.686,1.7706,1.7854
8293.943,1.7698,1.7949
8294.172,1.7655,1.7887
8314.515,1.7863,1.7989
8331.886,1.7965,1.7946
8344.914,1.7732,1.7836
8346.743,1.7892,1.7831
8352.457,1.7720,1.7737
8374.400,1.7683,1.7746
8390.172,1.7761,1.7801
8402.972,1.8089,1.7862
8402.972,1.8096,1.7794
8424.229,1.7695,1.7815
8448.229,1.7796,1.7621
8459.657,1.7902,1.7842
8459.657,1.7955,1.7842
8459.657,1.7952,1.7840
8459.657,1.7949,1.7840
8459.657,1.7950,1.7839
8459.657,1.7947,1.7865
8459.657,1.7949,1.7863
8459.657,1.7948,1.7863
8459.657,1.7948,1.7840
8459.886,1.7877,1.7836
8477.943,1.7732,1.7727
8497.829,1.7982,1.7685
8515.886,1.7647,1.7663
8520.914,1.7831,1.7653
8521.829,1.7837,1.7983
8541.485,1.7696,1.8017
8559.771,1.7895,1.7743
8560.229,1.7921,1.7715
8560.229,1.7919,1.7750
8560.229,1.7918,1.7748
8560.229,1.7915,1.7990
8574.400,1.7630,1.7723
8576.000,1.7895,1.7735
8588.114,1.7756,1.7699
8605.943,1.7739,1.7882
8627.886,1.7734,1.7997
8628.114,1.7734,1.7725
8641.829,1.7918,1.7995
8662.172,1.7679,1.7834
8671.771,1.7943,1.7753
8672.000,1.8002,1.7760
8696.457,1.7928,1.7711
8712.000,1.8063,1.7994
8714.972,1.7801,1.8000
8714.972,1.7797,1.7999
8717.485,1.7779,1.7693
8727.086,1.7946,1.7697
8728.457,1.8044,1.7940
8746.515,1.7766,1.8033
8764.114,1.7644,1.8015
8771.200,1.7784,1.7969
8779.200,1.7597,1.7792
8797.714,1.7790,1.7911
8800.914,1.8009,1.7909
8800.914,1.7988,1.7911
8800.914,1.8002,1.7749
8812.343,1.7677,1.7977
8819.657,1.7762,1.7978
8820.114,1.7709,1.7998
8837.943,1.7944,1.7706
8857.143,1.7813,1.7901
8867.657,1.7679,1.7858
8867.657,1.7680,1.7858
8867.657,1.7680,1.7855
8867.657,1.7704,1.7856
8867.657,1.7704,1.7855
8870.400,1.8003,1.7643
8886.629,1.7925,1.7668
8886.629,1.7928,1.7670
8886.629,1.7903,1.7673
8888.000,1.7827,1.8022
8901.485,1.7695,1.7732
8906.058,1.7738,1.8005
8919.086,1.7910,1.7801
8934.172,1.7853,1.7751
8950.629,1.7938,1.7752
8951.543,1.8031,1.7855
8962.058,1.7727,1.7917
8978.972,1.7730,1.7858
8989.943,1.7906,1.7784
9007.771,1.7879,1.7794
9012.571,1.7783,1.7806
9020.114,1.7831,1.7818
9038.857,1.7944,1.7982
9040.914,1.7706,1.7981
9041.371,1.7701,1.7974
9055.314,1.7899,1.7785
9075.657,1.7796,1.7833
9078.172,1.7875,1.7938
9098.058,1.7533,1.7728
9100.343,1.7790,1.7727
9100.343,1.7790,1.7942
9117.943,1.7858,1.7928
9128.000,1.7527,1.7975
9128.229,1.7527,1.7999
9128.686,1.7473,1.7961
9141.028,1.7910,1.7781
9141.257,1.7947,1.7757
9141.943,1.7956,1.7891
9146.058,1.7534,1.7937
9159.543,1.7604,1.7708
9170.972,1.7702,1.7797
9170.972,1.7687,1.7771
9172.114,1.7852,1.7744
9187.429,1.7863,1.7959
9194.286,1.7723,1.7882
9194.286,1.7723,1.7886
9194.286,1.7725,1.7884
9194.286,1.7724,1.7883
9197.028,1.7903,1.7759
9211.429,1.7818,1.7779
9211.429,1.7818,1.7800
9211.429,1.7820,1.7762
9211.657,1.7860,1.8087
9221.714,1.7816,1.7778
9237.257,1.7881,1.7747
9243.657,1.7886,1.7771
9244.800,1.7960,1.7869
9244.800,1.7960,1.7869
9244.800,1.7958,1.7909
9248.914,1.7607,1.7880
9266.286,1.7835,1.7702
9266.972,1.7903,1.7678
9266.972,1.7901,1.7702
9269.257,1.7949,1.8062
9280.686,1.7703,1.7855
9285.485,1.7923,1.7722
9307.657,1.8054,1.7837
9312.914,1.7685,1.7818
9312.914,1.7683,1.7854
9312.914,1.7682,1.7862
9312.914,1.7685,1.7855
9313.143,1.7723,1.8026
9319.771,1.7693,1.7965
9319.771,1.7692,1.7964
9319.771,1.7694,1.7963
9319.771,1.7661,1.7961
9319.771,1.7694,1.7933
9322.058,1.7911,1.7745
9330.058,1.7927,1.7718
9330.286,1.7952,1.7888
9344.229,1.7642,1.7791
9346.515,1.7944,1.7826
9346.515,1.7948,1.7786
9351.314,1.7665,1.8055
9362.286,1.7953,1.7866
9372.343,1.7875,1.8134
9386.743,1.8015,1.8001
9390.172,1.7711,1.8001
9390.172,1.7713,1.8025
9390.172,1.7710,1.7840
9400.686,1.7769,1.7789
9401.143,1.7860,1.7795
9401.371,1.7892,1.7792
9417.143,1.7983,1.7908
9421.943,1.7738,1.7882
9421.943,1.7735,1.7881
9421.943,1.7734,1.7926
9430.857,1.7657,1.7855
9430.857,1.7655,1.7854
9430.857,1.7660,1.7858
9430.857,1.7702,1.7840
9430.857,1.7677,1.7843
9430.857,1.7678,1.7843
9430.857,1.7679,1.7842
9430.857,1.7679,1.7841
9430.857,1.7677,1.7856
9430.857,1.7657,1.7784
9434.286,1.8042,1.7915
9434.286,1.8050,1.7914
9434.286,1.8089,1.7916
9434.286,1.8061,1.7708
9447.086,1.7801,1.7691
9456.229,1.7956,1.7720
9465.143,1.8073,1.8099
9481.600,1.7999,1.7917
9489.600,1.7953,1.7903
9491.200,1.7811,1.7715
9502.172,1.7755,1.7711
9504.229,1.7938,1.7967
9524.571,1.7688,1.7949
9536.914,1.8031,1.7635
9546.515,1.7912,1.8014
9546.972,1.7908,1.7933
9556.343,1.7708,1.7795
9567.771,1.7987,1.7848
9568.000,1.8001,1.7793
9583.086,1.7989,1.7902
9588.114,1.7751,1.7938
9591.086,1.8021,1.7912
9609.829,1.7877,1.7706
9613.257,1.7882,1.7661
9623.771,1.7965,1.7920
9634.743,1.7767,1.7726
9641.371,1.7862,1.8027
9644.343,1.7836,1.7737
9653.714,1.7919,1.7751
9653.714,1.7885,1.7752
9656.000,1.7819,1.7993
9669.257,1.7795,1.7799
9669.485,1.7839,1.7845
9688.000,1.7764,1.7944
9708.571,1.7836,1.7791
9719.314,1.7979,1.7946
9732.343,1.7714,1.7806
9746.972,1.7500,1.8009
9746.972,1.7502,1.8003
9751.314,1.7793,1.7765
9759.086,1.8020,1.7889
9772.114,1.7674,1.8074
9795.429,1.7524,1.7758
9804.571,1.7691,1.7903
9804.571,1.7659,1.7913
9813.485,1.7943,1.7957
9829.943,1.7896,1.7869
9829.943,1.7896,1.7866
9829.943,1.7897,1.7891
9830.172,1.7924,1.7838
9855.314,1.7935,1.8011
9865.143,1.7829,1.8069
9874.743,1.7580,1.8069
9899.886,1.7528,1.7885
9902.629,1.7947,1.7866
9903.086,1.7902,1.8106
9906.515,1.7430,1.8032
9919.543,1.7781,1.7878
9940.800,1.7826,1.7901
9940.800,1.7828,1.8053
9958.629,1.7984,1.8117
9960.229,1.7780,1.7846
9970.743,1.7592,1.7825
9991.543,1.7716,1.8047
10007.314,1.7745,1.8108
10007.314,1.7744,1.8087
10007.771,1.7694,1.8031
10029.028,1.7885,1.7948
10042.743,1.7602,1.7854
10043.657,1.7708,1.7858
10048.229,1.7521,1.7809
10066.058,1.7560,1.7909
10068.800,1.7936,1.7889
10090.286,1.7728,1.7888
10092.114,1.7940,1.7903
10108.114,1.7816,1.7837
10121.829,1.7512,1.7788
10139.429,1.7773,1.7783
10147.200,1.7749,1.7957
10161.143,1.7609,1.7819
10171.200,1.7984,1.7908
10181.485,1.7824,1.7939
10184.457,1.7523,1.7926
10184.457,1.7490,1.7944
10184.457,1.7507,1.7945
10184.457,1.7484,1.7920
10186.972,1.7833,1.7739
10187.200,1.7868,1.8018
10209.371,1.7591,1.7861
10211.429,1.7947,1.8044
10238.172,1.7601,1.7975
10240.914,1.7488,1.7908
10261.028,1.7943,1.7752
10261.943,1.7746,1.7890
10277.257,1.7932,1.7873
10277.257,1.7906,1.7715
10297.371,1.7593,1.7761
10298.972,1.7838,1.7928
10315.886,1.7889,1.7966
10329.143,1.7569,1.7962
10337.600,1.7747,1.7785
10347.429,1.7840,1.7732
10357.714,1.7786,1.7982
10377.371,1.7636,1.7837
10377.600,1.7631,1.7813
10392.457,1.7606,1.7884
10393.143,1.7577,1.7866
10397.485,1.7739,1.7895
10414.629,1.7624,1.7825
10418.286,1.7667,1.7827
10418.286,1.7671,1.7833
10420.114,1.7879,1.7876
10425.143,1.7584,1.7875
10425.143,1.7583,1.7873
10425.143,1.7584,1.7872
10425.143,1.7583,1.7874
10425.143,1.7589,1.7864
10446.629,1.7574,1.7967
10458.058,1.7744,1.7811
10458.286,1.7770,1.7814
10460.800,1.7884,1.7898
10476.343,1.7880,1.7679
10476.343,1.7884,1.7681
10480.457,1.7495,1.7795
10482.972,1.7869,1.7785
10491.200,1.7890,1.7900
10512.000,1.7532,1.7947
10513.600,1.7580,1.7845
10527.086,1.7560,1.7989
10537.371,1.7648,1.7924
10550.400,1.7627,1.7849
10563.886,1.8067,1.7760
10565.714,1.7796,1.8042
10580.571,1.7905,1.7898
10581.028,1.7887,1.8039
10601.371,1.7684,1.7839
10605.714,1.7674,1.7891
10626.515,1.7873,1.7872
10627.657,1.7980,1.7828
10639.314,1.7649,1.7875
10641.143,1.7742,1.8087
10654.629,1.7703,1.7814
10658.058,1.7913,1.7811
10665.829,1.7970,1.7757
10679.086,1.7729,1.7941
10680.000,1.7688,1.7815
10698.058,1.7989,1.7767
10699.200,1.8082,1.7852
10712.686,1.7826,1.7676
10713.371,1.7943,1.7653
10721.829,1.7993,1.7892
10732.571,1.7811,1.7922
10741.028,1.7767,1.7712
10747.429,1.7876,1.7840
10756.800,1.7742,1.8014
10765.485,1.7753,1.7965
10775.543,1.7705,1.7793
10786.743,1.7959,1.7690
10792.000,1.7861,1.7690
10798.629,1.7648,1.7607
10801.371,1.7902,1.7546
10813.257,1.7866,1.7719
10814.629,1.7765,1.7672
10826.058,1.7932,1.7653
10835.429,1.7944,1.7657
10840.229,1.7835,1.7654
10843.657,1.7842,1.7661
10849.371,1.7997,1.7980
10859.886,1.7720,1.7882
10879.086,1.7812,1.7769
10888.229,1.7953,1.7727
10889.600,1.7966,1.8048
10907.200,1.7860,1.7732
10920.457,1.7947,1.7714
10921.371,1.7979,1.7711
10930.743,1.7840,1.8003
10930.743,1.7819,1.8002
10930.743,1.7831,1.8096
10935.771,1.7881,1.7953
10950.857,1.7741,1.7889
10953.371,1.8055,1.7887
10953.371,1.8052,1.7885
10953.371,1.8052,1.7879
10962.058,1.7914,1.7817
10981.257,1.7720,1.7944
10982.629,1.7806,1.8068
10996.571,1.7804,1.8029
11006.857,1.7865,1.7803
11007.086,1.7880,1.7887
11019.200,1.7764,1.8075
11019.200,1.7788,1.8071
11019.200,1.7783,1.7837
11034.515,1.7905,1.8036
11042.286,1.7850,1.7924
11056.686,1.7995,1.7905
11056.686,1.7998,1.7905
11060.114,1.7662,1.7846
11069.943,1.7789,1.8045
11085.943,1.7803,1.7929
11096.914,1.7839,1.7980
11096.914,1.7841,1.7980
11096.914,1.7844,1.7985
11096.914,1.7824,1.7986
11096.914,1.7798,1.7874
11109.943,1.7852,1.7795
11109.943,1.7889,1.7828
11109.943,1.7887,1.8003
11125.714,1.7950,1.7833
11139.429,1.7646,1.7747
11142.629,1.7963,1.7751
11142.629,1.7960,1.7748
11142.629,1.7958,1.7810
11155.657,1.7625,1.8003
11165.943,1.7829,1.7840
11165.943,1.7859,1.7847
11165.943,1.7830,1.7848
11165.943,1.7837,1.7850
11165.943,1.7836,1.7849
11165.943,1.7836,1.7851
11165.943,1.7834,1.7849
11165.943,1.7835,1.7848
11165.943,1.7837,1.7850
11165.943,1.7835,1.7850
11165.943,1.7837,1.7879
11165.943,1.7841,1.7839
11166.172,1.7895,1.7840
11166.172,1.7887,1.7851
11166.172,1.7892,1.7881
11166.172,1.7895,1.7881
11166.172,1.7893,1.7881
11166.172,1.7890,1.7880
11166.172,1.7889,1.7879
11166.172,1.7859,1.7879
11166.172,1.7854,1.7881
11166.172,1.7857,1.7880
11166.172,1.7856,1.7880
11166.172,1.7853,1.7880
11166.172,1.7854,1.7880
11166.172,1.7856,1.7879
11166.172,1.7850,1.7840
11166.172,1.7859,1.7838
11166.172,1.7858,1.7864
11166.172,1.7858,1.7838
11166.172,1.7858,1.8052
11191.543,1.7793,1.8053
11193.829,1.7664,1.8061
11193.829,1.7663,1.8058
11193.829,1.7672,1.8063
11193.829,1.7671,1.8063
11193.829,1.7673,1.8065
11193.829,1.7650,1.8064
11193.829,1.7649,1.8063
11193.829,1.7675,1.8063
11193.829,1.7673,1.8063
11193.829,1.7677,1.8061
11193.829,1.7650,1.8063
11193.829,1.7676,1.8061
11193.829,1.7673,1.8063
11193.829,1.7675,1.8062
11193.829,1.7653,1.8061
11193.829,1.7672,1.8059
11193.829,1.7668,1.8059
11193.829,1.7673,1.8060
11193.829,1.7670,1.8059
11193.829,1.7667,1.8058
11193.829,1.7669,1.8058
11193.829,1.7667,1.8058
11193.829,1.7665,1.8058
11193.829,1.7672,1.8060
11193.829,1.7667,1.8059
11193.829,1.7662,1.8059
11194.058,1.7641,1.7810
11199.086,1.7890,1.7811
11199.086,1.7855,1.7813
11199.086,1.7858,1.7812
11199.086,1.7889,1.7815
11199.086,1.7887,1.7856
11199.086,1.7854,1.7856
11199.086,1.7850,1.7856
11199.086,1.7856,1.7855
11199.086,1.7889,1.7852
11199.086,1.7853,1.7824
11199.086,1.7850,1.7822
11199.086,1.7891,1.7824
11199.086,1.7896,1.7823
11199.086,1.7900,1.7822
11199.086,1.7899,1.7817
11199.086,1.7847,1.8056
11207.086,1.7920,1.7805
11215.771,1.7915,1.7819
11215.771,1.7935,1.7818
11215.771,1.7934,1.7946
11224.686,1.7836,1.7802
11249.143,1.7728,1.7811
11255.543,1.7882,1.7802
11261.714,1.7932,1.7842
11281.143,1.7703,1.7993
11281.143,1.7725,1.7992
11282.286,1.7647,1.7662
11301.485,1.7937,1.7665
11301.943,1.7965,1.7658
11301.943,1.7983,1.7927
11320.000,1.7766,1.7939
11330.972,1.7608,1.7890
11330.972,1.7594,1.7875
11330.972,1.7598,1.7878
11330.972,1.7603,1.7907
11330.972,1.7603,1.7906
11330.972,1.7602,1.7907
11330.972,1.7596,1.7878
11330.972,1.7620,1.7878
