length_mm,diameter1_mm,diameter2_mm
28027.887,1.7692,1.7840
28027.887,1.7683,1.7675
28037.715,1.7906,1.7917
28062.629,1.8038,1.7961
28077.943,1.7937,1.7683
28095.314,1.8018,1.7758
28102.172,1.7864,1.7712
28102.172,1.7869,1.7682
28116.572,1.7759,1.7790
28138.971,1.7732,1.7881
28147.887,1.7699,1.7736
28148.115,1.7680,1.7736
28148.115,1.7679,1.7734
28148.344,1.7706,1.7810
28176.000,1.7956,1.7758
28186.285,1.7783,1.7710
28197.715,1.7930,1.7724
28205.715,1.7933,1.7706
28205.943,1.7937,1.7745
28206.400,1.8010,1.7752
28206.400,1.7985,1.7745
28209.828,1.7708,1.7759
28233.828,1.7603,1.7732
28237.715,1.7911,1.7748
28237.715,1.7910,1.7747
28238.629,1.7945,1.8030
28250.971,1.7594,1.7882
28270.172,1.7997,1.7781
28270.172,1.8032,1.8009
28282.285,1.7805,1.7861
28307.887,1.7760,1.7804
28310.400,1.8053,1.8003
28323.887,1.7871,1.8027
28332.801,1.7948,1.7749
28332.801,1.7955,1.7807
28343.314,1.7940,1.8092
28362.285,1.7727,1.7980
28383.086,1.7895,1.7951
28383.086,1.7896,1.7953
28383.086,1.7873,1.7954
28383.086,1.7877,1.8084
28396.344,1.7974,1.7992
28417.828,1.7696,1.8095
28424.000,1.7859,1.8068
28428.801,1.7944,1.7943
28457.371,1.7796,1.7980
28472.686,1.7618,1.7975
28473.371,1.7582,1.7827
28497.371,1.7645,1.7855
28522.742,1.7829,1.7969
28525.715,1.7827,1.7956
28535.771,1.7641,1.7954
28559.314,1.7668,1.8055
28578.057,1.7832,1.7876
28578.057,1.7821,1.7888
28584.229,1.7724,1.7831
28595.887,1.7915,1.7829
28595.887,1.7944,1.7831
28595.887,1.7913,1.7765
28611.430,1.7974,1.8006
28625.600,1.7837,1.7785
28625.600,1.7840,1.7784
28628.115,1.7953,1.7812
28640.457,1.7787,1.7810
28640.457,1.7766,1.7792
28640.686,1.7837,1.7621
28664.000,1.7760,1.7788
28669.258,1.7866,1.7904
28669.258,1.7799,1.7776
28690.971,1.7934,1.7958
28712.229,1.7721,1.7905
28719.543,1.7545,1.7892
28725.943,1.7611,1.7902
28756.801,1.7719,1.7914
28772.115,1.7791,1.8008
28773.486,1.7727,1.8005
28777.371,1.7828,1.7884
28808.229,1.7892,1.7847
28817.371,1.7945,1.7774
28817.371,1.7946,1.7773
28817.371,1.7947,1.7773
28817.371,1.7946,1.7771
28817.371,1.7947,1.7771
28817.371,1.7948,1.7772
28817.371,1.7947,1.7771
28817.371,1.7947,1.7771
28817.371,1.7947,1.7742
28817.371,1.7946,1.7770
28817.371,1.7946,1.7742
28817.371,1.7946,1.7741
28817.371,1.7946,1.7741
28817.371,1.7946,1.7741
28817.371,1.7947,1.7742
28817.371,1.7947,1.7743
28817.371,1.7947,1.7741
28817.371,1.7945,1.7743
28817.371,1.7945,1.7742
28817.371,1.7931,1.7896
28834.742,1.7862,1.7877
28841.600,1.7931,1.7913
28841.600,1.7934,1.7911
28841.828,1.7939,1.7850
28860.344,1.7647,1.7969
28880.000,1.7830,1.7901
28894.629,1.7738,1.8028
28911.086,1.7806,1.7836
28912.229,1.7911,1.7834
28912.229,1.7912,1.7825
28916.115,1.7673,1.8074
28936.686,1.8059,1.7895
28952.229,1.8082,1.8064
28954.514,1.7884,1.8063
28958.857,1.7842,1.7998
28975.314,1.7819,1.7892
28992.457,1.7950,1.7876
29002.742,1.7664,1.7926
29006.629,1.7739,1.7911
29014.400,1.7748,1.7826
29014.400,1.7737,1.7835
29014.400,1.7735,1.7813
29026.285,1.7553,1.8061
29040.686,1.7855,1.7888
29054.857,1.8028,1.8074
29064.914,1.7742,1.8085
29064.914,1.7786,1.8085
29064.914,1.7781,1.8127
29073.600,1.7739,1.7826
29097.600,1.7628,1.8110
29115.887,1.7722,1.7847
29134.400,1.8045,1.7853
29140.572,1.7803,1.7857
29140.801,1.7827,1.7813
29158.172,1.7970,1.7974
29177.371,1.7606,1.7714
29189.486,1.7945,1.7710
29199.086,1.7949,1.7756
29213.258,1.7909,1.7664
29213.258,1.7913,1.7634
29223.771,1.7639,1.7834
29252.344,1.7848,1.7724
29270.857,1.7851,1.7729
29283.887,1.7753,1.8043
29288.914,1.7626,1.8054
29290.057,1.7540,1.7831
29309.486,1.7985,1.7830
29333.486,1.8055,1.7845
29349.029,1.7934,1.7759
29363.658,1.7764,1.7889
29365.943,1.8037,1.7870
29365.943,1.7987,1.8072
29373.486,1.7908,1.7932
29400.000,1.7573,1.8001
29422.172,1.7933,1.7887
29430.629,1.7827,1.7786
29437.943,1.7949,1.7781
29443.658,1.7970,1.7773
29444.115,1.8039,1.7935
29453.715,1.7880,1.7829
29475.199,1.7937,1.7851
29491.887,1.7940,1.8092
29495.543,1.7613,1.8095
29495.543,1.7616,1.8095
29495.543,1.7609,1.8093
29495.543,1.7577,1.7873
29513.143,1.7455,1.8021
29539.430,1.7881,1.7980
29553.371,1.7572,1.7960
29558.857,1.7666,1.8043
29559.771,1.7588,1.8051
29561.143,1.7622,1.7842
29579.658,1.7934,1.8063
29598.400,1.7700,1.7974
29613.258,1.7714,1.7977
29613.258,1.7734,1.7974
29614.400,1.7623,1.7841
29637.029,1.7667,1.7828
29654.400,1.7507,1.7873
29674.514,1.7893,1.8016
29686.172,1.7592,1.7917
29688.914,1.7684,1.7900
29688.914,1.7722,1.7848
29694.629,1.7598,1.7797
29716.115,1.7858,1.7860
29736.229,1.7779,1.7737
29737.143,1.7878,1.7767
29737.143,1.7893,1.7846
29752.686,1.7846,1.8010
29767.543,1.7700,1.7840
29784.000,1.7790,1.7805
29788.572,1.7678,1.7820
29800.000,1.7820,1.7795
29803.199,1.7905,1.7797
29803.199,1.7904,1.7795
29803.199,1.7905,1.7795
29803.199,1.7905,1.7794
29803.199,1.7913,1.7826
29803.199,1.7954,1.7825
29803.199,1.7951,1.7824
29803.199,1.7910,1.7866
29811.430,1.7892,1.7748
29823.314,1.7862,1.7764
29831.086,1.7811,1.7821
29843.887,1.7742,1.8020
29858.971,1.7863,1.7826
29871.771,1.7917,1.7704
29881.828,1.7959,1.7703
29881.828,1.8000,1.7703
29881.828,1.7998,1.7727
29882.057,1.8008,1.7824
29891.887,1.7878,1.8050
29909.486,1.7815,1.7914
29929.828,1.7978,1.7866
29935.771,1.7902,1.7873
29935.771,1.7913,1.7875
29936.229,1.7984,1.7979
29948.801,1.7871,1.7936
29965.029,1.7798,1.7912
29976.686,1.7994,1.7817
29982.172,1.7751,1.7947
29992.457,1.8034,1.7921
29999.314,1.7872,1.7909
29999.314,1.7915,1.7910
29999.314,1.7885,1.7908
29999.543,1.7919,1.7818
30015.086,1.8002,1.7918
30030.629,1.7928,1.7987
30047.086,1.8015,1.7855
30047.314,1.8067,1.7852
30047.314,1.8065,1.7819
30048.000,1.8070,1.7979
30069.029,1.7743,1.7869
30095.543,1.7875,1.7881
30105.371,1.7787,1.8076
30106.057,1.7725,1.8071
30106.057,1.7706,1.8076
30106.285,1.7693,1.7853
30124.115,1.7642,1.7872
30139.887,1.7648,1.8075
30160.000,1.7715,1.8008
30164.115,1.7670,1.7918
30164.115,1.7667,1.8094
30179.658,1.7584,1.7962
30199.086,1.7953,1.8018
30208.686,1.7688,1.8020
30208.686,1.7686,1.8020
30208.686,1.7686,1.8016
30208.686,1.7685,1.8018
30208.686,1.7685,1.8017
30208.686,1.7681,1.8005
30208.686,1.7680,1.8006
30208.686,1.7683,1.8006
30208.686,1.7682,1.8003
30208.686,1.7682,1.8082
30218.742,1.7525,1.8083
30228.801,1.7783,1.7838
30239.771,1.7765,1.7969
30239.771,1.7767,1.7969
30239.771,1.7812,1.7979
30250.514,1.7567,1.8095
30267.658,1.7702,1.7881
30279.771,1.7847,1.8101
30289.371,1.7752,1.7976
30296.229,1.7994,1.8014
30296.229,1.7969,1.7965
30321.828,1.7707,1.7909
30333.943,1.8090,1.7975
30351.543,1.7882,1.7781
30360.457,1.7868,1.8049
30360.457,1.7864,1.8048
30360.457,1.7853,1.8028
30360.686,1.7891,1.8057
30377.143,1.7791,1.7758
30388.572,1.8030,1.7726
30388.572,1.8033,1.7726
30392.000,1.7790,1.7908
30406.172,1.7981,1.7890
30430.400,1.7895,1.7891
30434.057,1.7757,1.7890
30442.514,1.7908,1.7705
30461.486,1.7934,1.8063
30472.457,1.7677,1.8071
30482.514,1.7910,1.7784
30510.172,1.7834,1.7918
30530.057,1.7712,1.7832
30531.887,1.7963,1.7883
30551.771,1.7533,1.7874
30588.115,1.8024,1.7903
30596.572,1.8055,1.7934
30596.572,1.8045,1.8127
30615.314,1.7545,1.7966
30636.344,1.8058,1.7948
30642.285,1.7903,1.7818
30660.344,1.7881,1.7923
30667.199,1.8039,1.7930
30668.115,1.7913,1.7872
30691.199,1.7864,1.8134
30706.971,1.7811,1.7829
30718.172,1.7573,1.7999
30718.172,1.7594,1.7991
30721.828,1.7856,1.8115
30751.543,1.7586,1.7874
30761.600,1.7824,1.7850
30761.600,1.7827,1.7879
30761.600,1.7827,1.7879
30761.600,1.7828,1.7880
30761.600,1.7826,1.7879
30761.600,1.7827,1.7879
30761.600,1.7827,1.7881
30761.600,1.7826,1.7889
30770.514,1.7766,1.8087
30774.400,1.7461,1.8089
30781.486,1.7561,1.7971
30803.199,1.7914,1.8090
30829.029,1.7609,1.8089
30835.430,1.7812,1.8092
30838.629,1.7621,1.7945
30867.887,1.7621,1.7768
30892.344,1.7588,1.7907
30908.572,1.7630,1.7922
30908.572,1.7624,1.7736
30939.199,1.7521,1.8039
30949.258,1.7575,1.7802
30964.801,1.7607,1.8078
30983.771,1.7909,1.7797
30983.771,1.7949,1.7806
30984.457,1.7915,1.7865
31003.887,1.7584,1.7738
31023.543,1.7995,1.7923
31037.943,1.7791,1.7787
31037.943,1.7816,1.7938
31054.857,1.7980,1.7707
31079.086,1.7916,1.7755
31088.457,1.7887,1.7793
31095.314,1.7918,1.7703
31095.314,1.7924,1.7704
31095.314,1.7916,1.7724
31095.543,1.7928,1.7818
31119.771,1.7930,1.7934
31141.258,1.7462,1.7944
31160.686,1.7790,1.7880
31164.801,1.7477,1.7865
31164.801,1.7474,1.7843
31171.887,1.7530,1.7812
31196.344,1.7646,1.7919
31216.914,1.7722,1.7862
31222.857,1.7939,1.7863
31222.857,1.7974,1.7824
31229.029,1.7776,1.8015
31254.172,1.7839,1.8027
31257.371,1.7711,1.8080
31271.314,1.7985,1.7935
31281.828,1.7570,1.7790
31295.314,1.7948,1.7860
31295.314,1.7984,1.8054
31314.742,1.7586,1.7970
31322.971,1.7439,1.7931
31344.229,1.7718,1.7804
31357.715,1.7893,1.7736
31357.943,1.7902,1.7738
31359.086,1.7933,1.7962
31376.457,1.7684,1.7877
31403.430,1.7648,1.7999
31414.857,1.7946,1.7988
31417.143,1.7687,1.8011
31417.143,1.7723,1.8008
31417.143,1.7723,1.8006
31417.828,1.7649,1.7711
31437.715,1.8001,1.7742
31460.115,1.7804,1.7821
31473.600,1.7592,1.8052
31473.600,1.7614,1.8032
31474.971,1.7568,1.8025
31508.572,1.7919,1.7709
31510.400,1.7940,1.7953
31525.715,1.8025,1.7842
31541.715,1.8058,1.7810
31541.715,1.8084,1.7813
31550.400,1.7982,1.7943
31561.371,1.7759,1.7796
31573.486,1.8037,1.7765
31573.715,1.8036,1.7764
31576.000,1.7879,1.7895
31594.742,1.7826,1.7667
31596.801,1.7912,1.7668
31596.801,1.7948,1.7817
31608.229,1.7862,1.7810
31619.430,1.7927,1.7858
31635.887,1.7942,1.7758
31640.000,1.7811,1.7922
31654.629,1.7730,1.7878
31658.514,1.7568,1.7892
31658.514,1.7588,1.7932
31671.314,1.7739,1.7979
31699.430,1.7797,1.7941
31708.115,1.7853,1.7941
31708.115,1.7853,1.7946
31708.115,1.7879,1.7928
31708.115,1.7877,1.7926
31708.115,1.7893,1.7922
31708.115,1.7887,1.7938
31714.057,1.7615,1.7936
31730.742,1.7895,1.7971
31752.686,1.7638,1.7961
31769.600,1.7643,1.7890
31780.572,1.8010,1.7887
31783.771,1.7695,1.8021
31810.514,1.7731,1.8154
31836.572,1.7987,1.8060
31849.600,1.7711,1.8021
31853.486,1.8018,1.7967
31881.828,1.7743,1.7871
31903.086,1.7720,1.7824
31906.971,1.7961,1.8100
31928.914,1.7772,1.7962
31936.457,1.7618,1.8100
31949.029,1.7893,1.7961
31949.029,1.7882,1.7964
31949.029,1.7906,1.7963
31949.029,1.7876,1.7950
31949.943,1.7797,1.7979
31949.943,1.7839,1.7984
31949.943,1.7835,1.7980
31954.285,1.8032,1.7970
31969.371,1.7915,1.8051
31986.285,1.7998,1.7853
31986.742,1.8031,1.7824
31986.742,1.8037,1.7859
31987.887,1.8008,1.7879
32015.314,1.7600,1.7994
32020.344,1.7919,1.8060
32033.143,1.7861,1.7789
32033.600,1.7906,1.7792
32033.600,1.7905,1.7788
32033.600,1.7906,1.7801
32041.143,1.7915,1.7810
32052.572,1.7881,1.7989
32053.486,1.7719,1.7914
32074.057,1.7911,1.7952
32078.172,1.7503,1.7949
32078.400,1.7462,1.7947
32078.400,1.7459,1.7954
32078.400,1.7506,1.7861
32094.857,1.7433,1.7863
32116.801,1.7638,1.7992
32121.828,1.7906,1.7848
32123.430,1.7916,1.7934
32133.943,1.7495,1.7936
32153.143,1.7832,1.7780
32153.143,1.7835,1.7777
32163.430,1.7834,1.8161
32181.943,1.7482,1.7872
32186.514,1.7984,1.7870
32186.514,1.7983,1.7869
32186.514,1.7984,1.7865
32186.514,1.7983,1.7930
32188.344,1.7682,1.8086
32188.344,1.7686,1.7831
32204.115,1.7714,1.7959
32228.801,1.7668,1.7983
32239.314,1.7569,1.8021
32242.285,1.7825,1.7958
32262.857,1.7468,1.7991
32282.971,1.7859,1.7765
32289.143,1.7937,1.7763
32289.828,1.7957,1.7868
32306.514,1.7818,1.8009
32317.486,1.7579,1.8010
32318.857,1.7826,1.8006
32341.715,1.7550,1.8044
32341.715,1.7550,1.8049
32342.629,1.7701,1.7999
32351.771,1.7816,1.8016
32357.258,1.7645,1.8066
32378.514,1.8059,1.8060
32378.742,1.7980,1.8018
32401.600,1.7880,1.7739
32421.258,1.7717,1.7937
32421.258,1.7750,1.7748
32436.801,1.7573,1.7824
32437.029,1.7597,1.7755
32452.801,1.7608,1.8104
32460.344,1.7571,1.7916
32477.486,1.7643,1.7871
32477.486,1.7641,1.7869
32477.486,1.7644,1.7871
32477.486,1.7641,1.7890
32477.486,1.7641,1.7891
32477.486,1.7640,1.7874
32477.486,1.7638,1.7866
32477.486,1.7639,1.7880
32477.486,1.7627,1.7849
32477.486,1.7628,1.7873
32477.486,1.7632,1.7906
32477.486,1.7633,1.7906
32477.486,1.7627,1.7906
32477.486,1.7628,1.7876
32477.486,1.7624,1.7876
32477.486,1.7627,1.7877
32477.486,1.7628,1.7876
32477.486,1.7625,1.7877
32477.486,1.7627,1.7877
32477.486,1.7624,1.7873
32477.486,1.7645,1.7871
32477.486,1.7643,1.7887
32477.486,1.7640,1.7885
32477.486,1.7640,1.7885
32477.486,1.7647,1.7866
32477.486,1.7645,1.7866
32477.486,1.7644,1.7887
32477.486,1.7644,1.7838
32479.314,1.7952,1.7830
32500.344,1.7594,1.7853
32525.486,1.7752,1.7875
32526.857,1.7837,1.7909
32526.857,1.7833,1.7953
32550.857,1.7799,1.8086
32575.086,1.7999,1.7899
32581.029,1.7595,1.7904
32587.658,1.7667,1.8021
32613.029,1.7721,1.7919
32613.029,1.7689,1.7920
32613.029,1.7722,1.7943
32619.199,1.7688,1.7855
32640.000,1.8075,1.7822
32640.229,1.8046,1.7764
32670.857,1.8049,1.7787
32678.629,1.8116,1.7829
32678.629,1.8115,1.7828
32678.629,1.8099,1.7837
32678.629,1.8124,1.7837
32678.629,1.8124,1.7836
32678.629,1.8119,1.7836
32678.629,1.8116,1.7854
32679.314,1.8041,1.7863
32679.314,1.8066,1.7863
32679.314,1.8067,1.7863
32679.314,1.8062,1.7929
32704.229,1.8066,1.7940
32709.029,1.7923,1.7943
32709.029,1.7884,1.7863
32709.715,1.7967,1.7841
32718.629,1.8010,1.8032
32739.199,1.7837,1.7987
32761.143,1.7847,1.8014
32761.143,1.7896,1.8051
32762.057,1.7723,1.7887
32767.771,1.7873,1.7869
32767.771,1.7879,1.7888
32767.771,1.7900,1.7889
32767.771,1.7898,1.7890
32767.771,1.7876,1.7866
32767.771,1.7906,1.7868
32767.771,1.7945,1.7866
32767.771,1.7947,1.7866
32767.771,1.7943,1.7891
32767.771,1.7944,1.7866
32767.771,1.7944,1.7866
32767.771,1.7945,1.7891
32767.771,1.7944,1.7888
32767.771,1.7904,1.7890
32767.771,1.7907,1.7891
32767.771,1.7909,1.7927
32772.344,1.7945,1.7914
32797.941,1.8053,1.7895
32817.145,1.7702,1.8076
32818.516,1.7628,1.8075
32818.516,1.7640,1.8073
32818.516,1.7602,1.7966
32841.371,1.7626,1.7952
32858.742,1.7633,1.7877
32872.000,1.7794,1.8130
32872.000,1.7835,1.8129
32878.398,1.7976,1.7970
32892.344,1.8059,1.7844
32892.344,1.8057,1.7835
32904.914,1.7671,1.7871
32920.914,1.7648,1.8080
32921.145,1.7602,1.8078
32921.145,1.7642,1.8033
32933.027,1.8019,1.7958
32937.145,1.7570,1.7962
32947.887,1.7973,1.8097
32964.113,1.7891,1.7795
32964.113,1.7893,1.7797
32964.113,1.7895,1.7831
32964.570,1.7949,1.7964
32981.484,1.8087,1.7894
32983.773,1.7832,1.8011
33005.941,1.7893,1.7982
33012.801,1.8076,1.7949
33017.602,1.7558,1.7947
33017.602,1.7544,1.7971
33017.602,1.7537,1.7970
33017.602,1.7561,1.7966
33017.602,1.7560,1.7930
33019.430,1.7874,1.7942
33052.344,1.8048,1.8006
33066.285,1.7688,1.7949
33066.285,1.7690,1.7962
33074.285,1.7737,1.7941
33089.371,1.7623,1.7877
33090.973,1.8006,1.7867
33101.941,1.7866,1.8104
33101.941,1.7846,1.8108
33101.941,1.7849,1.8109
33101.941,1.7849,1.8108
33101.941,1.7854,1.8107
33101.941,1.7854,1.8106
33101.941,1.7851,1.8107
33101.941,1.7846,1.8106
33101.941,1.7848,1.8108
33101.941,1.7848,1.8108
33101.941,1.7863,1.7961
33122.516,1.8040,1.7847
33142.629,1.7640,1.8088
33142.855,1.7635,1.8087
33142.855,1.7636,1.8088
33146.059,1.7844,1.8073
33170.973,1.8084,1.7998
33186.285,1.7958,1.7918
33187.430,1.7966,1.7893
33187.430,1.8007,1.7895
33187.430,1.8007,1.7918
33187.430,1.8006,1.7897
33187.430,1.8035,1.7897
33187.430,1.8034,1.7895
33187.430,1.8031,1.7894
33187.430,1.8032,1.7894
33187.430,1.8031,1.7893
33187.430,1.8032,1.7894
33187.430,1.8027,1.7894
33187.430,1.8028,1.7895
33187.430,1.8029,1.7894
33187.430,1.8031,1.7894
33187.430,1.8033,1.7894
33187.430,1.8031,1.7894
33187.430,1.8029,1.7914
33194.059,1.8018,1.8051
33196.801,1.7867,1.8081
33208.914,1.7872,1.7731
33234.742,1.7971,1.7759
33241.371,1.8024,1.7782
33242.973,1.7978,1.8014
33259.887,1.7879,1.7905
33277.715,1.7577,1.7836
33289.602,1.8083,1.7745
33289.602,1.8054,1.7746
33289.602,1.8084,1.7716
33293.258,1.7651,1.7821
33297.371,1.8105,1.7820
33297.371,1.8105,1.7837
33306.742,1.7846,1.7972
33330.516,1.7937,1.8038
33333.258,1.7704,1.8069
33341.715,1.7539,1.7860
33350.855,1.7863,1.7859
33350.855,1.7866,1.7811
33352.914,1.8040,1.7775
33353.371,1.8068,1.7782
33353.602,1.8053,1.7778
33353.602,1.8050,1.7736
33360.000,1.7917,1.7946
33379.887,1.7699,1.8083
33380.344,1.7684,1.8085
33380.344,1.7700,1.8153
33390.629,1.7606,1.8032
33408.230,1.7888,1.7793
33408.688,1.7905,1.7825
33408.688,1.7908,1.7826
33408.688,1.7906,1.7827
33408.688,1.7903,1.7827
33408.688,1.7907,1.7831
33408.688,1.7914,1.7835
33408.688,1.7944,1.7833
33408.688,1.7945,1.7832
33408.688,1.7946,1.7833
33408.688,1.7946,1.7833
33408.688,1.7946,1.7833
33408.688,1.7946,1.7835
33408.688,1.7946,1.7832
33408.688,1.7947,1.7833
33408.688,1.7944,1.7833
33408.688,1.7944,1.7833
33408.688,1.7945,1.7831
33408.688,1.7945,1.7832
33408.688,1.7943,1.7832
33408.688,1.7910,1.7829
33408.688,1.7910,1.7831
33408.688,1.7908,1.7829
33413.484,1.7503,1.7832
33442.059,1.7967,1.7944
33445.027,1.7531,1.7898
33450.742,1.7626,1.7933
33486.629,1.7660,1.8012
33501.941,1.7581,1.7926
33505.828,1.7858,1.7960
33530.973,1.7727,1.7803
33555.887,1.7723,1.7780
33568.000,1.8066,1.7702
33569.828,1.7831,1.7993
33589.715,1.7762,1.7749
33591.543,1.8031,1.7871
33620.113,1.7666,1.7825
33620.570,1.7665,1.7826
33620.570,1.7634,1.8026
33638.855,1.7954,1.7835
33655.773,1.8043,1.7944
33677.258,1.7706,1.7720
33677.258,1.7727,1.7656
33678.398,1.7975,1.7687
33694.629,1.8036,1.7696
33715.199,1.7732,1.8047
33723.430,1.7708,1.7908
33723.656,1.7695,1.7887
33723.656,1.7685,1.7849
33723.656,1.7700,1.7849
33723.656,1.7698,1.7850
33723.656,1.7678,1.7879
33723.656,1.7677,1.7879
33723.656,1.7677,1.7851
33723.656,1.7703,1.7850
33723.656,1.7702,1.7881
33723.656,1.7677,1.7851
33723.656,1.7699,1.7882
33723.656,1.7683,1.7882
33723.656,1.7683,1.7886
33723.656,1.7719,1.7886
33723.656,1.7687,1.7887
33723.656,1.7690,1.7887
33723.656,1.7690,1.7888
33723.656,1.7719,1.7890
33723.656,1.7721,1.7889
33723.656,1.7721,1.7888
33723.656,1.7725,1.7888
33723.656,1.7726,1.7890
33723.656,1.7725,1.7889
33723.656,1.7723,1.7888
33723.656,1.7721,1.7888
33723.656,1.7725,1.7888
33723.656,1.7690,1.7887
33723.656,1.7687,1.7887
33723.656,1.7690,1.7888
33723.656,1.7727,1.7889
33723.656,1.7727,1.7889
33723.656,1.7728,1.7889
33723.656,1.7726,1.7890
33723.656,1.7727,1.7890
33723.656,1.7727,1.7889
33723.656,1.7726,1.7890
33723.656,1.7727,1.7889
33723.656,1.7724,1.7889
33723.656,1.7725,1.7889
33723.656,1.7726,1.7889
33723.656,1.7728,1.7889
33723.656,1.7723,1.7887
33723.656,1.7723,1.7889
33723.656,1.7724,1.7890
33723.656,1.7721,1.7888
33723.656,1.7690,1.7889
33723.656,1.7722,1.7888
33723.656,1.7722,1.7890
33723.656,1.7728,1.7891
33723.656,1.7729,1.7889
33723.656,1.7727,1.7888
33723.656,1.7725,1.7888
33723.656,1.7722,1.7888
33723.656,1.7723,1.7889
33723.656,1.7724,1.7889
33723.656,1.7726,1.7890
33723.656,1.7725,1.7890
33723.656,1.7720,1.7890
33723.656,1.7719,1.7879
33724.344,1.7856,1.7777
33741.484,1.7924,1.7700
33742.398,1.8003,1.7679
33742.398,1.7987,1.7696
33745.371,1.7682,1.7803
33768.688,1.7894,1.7819
33787.430,1.7730,1.7900
33787.430,1.7748,1.7940
33787.430,1.7715,1.7807
33792.688,1.7869,1.7906
33817.602,1.7751,1.7800
33829.715,1.7944,1.7762
33829.715,1.7914,1.7761
33829.715,1.7943,1.7759
33829.715,1.7943,1.7761
33829.715,1.7945,1.7770
33829.715,1.7945,1.7803
33829.715,1.7914,1.7805
33829.715,1.7911,1.7804
33829.715,1.7911,1.7802
33829.715,1.7912,1.7804
33829.715,1.7850,1.7805
33829.715,1.7909,1.7805
33829.715,1.7906,1.7804
33829.715,1.7906,1.7805
33829.715,1.7907,1.7805
33829.715,1.7907,1.7803
33829.715,1.7905,1.7802
33829.715,1.7905,1.7804
33829.715,1.7908,1.7803
33829.715,1.7904,1.7804
33829.715,1.7903,1.7806
33829.715,1.7904,1.7803
33829.715,1.7905,1.7804
33829.715,1.7904,1.7804
33829.715,1.7905,1.7803
33829.715,1.7903,1.7802
33829.715,1.7905,1.7802
33829.715,1.7904,1.7802
33829.715,1.7907,1.7803
33829.715,1.7906,1.7803
33829.715,1.7905,1.7801
33829.715,1.7905,1.7805
33829.715,1.7906,1.7803
33829.715,1.7904,1.7803
33829.715,1.7902,1.7803
33829.715,1.7904,1.7804
33829.715,1.7903,1.7803
33829.715,1.7903,1.7803
33829.715,1.7906,1.7804
33829.715,1.7904,1.7804
33829.715,1.7904,1.7803
33829.715,1.7903,1.7804
33829.715,1.7928,1.7801
33829.715,1.7902,1.7805
33829.715,1.7922,1.7804
33829.715,1.7886,1.7762
33831.316,1.8022,1.7910
33844.801,1.7874,1.7879
33853.258,1.7796,1.7889
33853.258,1.7792,1.7992
33873.828,1.7708,1.7745
33888.230,1.7741,1.7905
33890.973,1.7527,1.7755
33909.027,1.7918,1.7754
33910.172,1.7985,1.7752
33910.172,1.7959,1.7873
33922.285,1.7523,1.7890
33945.145,1.7538,1.7987
33952.000,1.7740,1.7958
33952.457,1.7627,1.7784
33966.398,1.7955,1.7769
33976.230,1.7634,1.7928
33976.230,1.7676,1.7924
33976.230,1.7662,1.7923
33976.230,1.7692,1.7923
33976.230,1.7663,1.7922
33976.230,1.7663,1.7921
33976.230,1.7662,1.7922
33976.230,1.7692,1.7920
33976.230,1.7693,1.7922
33976.230,1.7662,1.7920
33976.230,1.7693,1.7946
33976.230,1.7692,1.7919
33976.230,1.7691,1.7920
33976.230,1.7661,1.7946
33976.230,1.7692,1.7919
33976.230,1.7694,1.7919
33976.230,1.7694,1.7946
33976.230,1.7691,1.7944
33976.230,1.7691,1.7945
33976.230,1.7691,1.7946
33976.230,1.7661,1.7920
33976.230,1.7660,1.7920
33976.230,1.7660,1.7920
33976.230,1.7658,1.7921
33976.230,1.7656,1.7921
33976.230,1.7659,1.7921
33976.230,1.7659,1.7920
33976.230,1.7659,1.7919
33976.230,1.7658,1.7920
33976.230,1.7659,1.7920
33976.230,1.7662,1.7919
33976.230,1.7691,1.7920
33976.230,1.7662,1.7920
33976.230,1.7691,1.7921
33976.230,1.7662,1.7919
33976.230,1.7693,1.7946
33976.230,1.7691,1.7944
33976.230,1.7660,1.7920
33976.230,1.7659,1.7920
33976.230,1.7660,1.7946
33976.230,1.7658,1.7946
33976.230,1.7657,1.7946
33976.230,1.7659,1.7945
33976.230,1.7655,1.7919
33976.230,1.7658,1.7921
33976.230,1.7657,1.7920
33976.230,1.7658,1.7920
33976.230,1.7659,1.7945
33976.230,1.7658,1.7945
33976.230,1.7659,1.7945
33976.230,1.7659,1.7920
33976.230,1.7659,1.7944
33976.230,1.7658,1.7919
33976.230,1.7659,1.7920
33976.230,1.7659,1.7920
33976.230,1.7659,1.7946
33976.230,1.7660,1.7946
33976.230,1.7659,1.7920
33976.230,1.7657,1.7946
33976.230,1.7659,1.7946
33976.230,1.7656,1.7920
33976.230,1.7658,1.7946
33976.230,1.7657,1.7919
33976.230,1.7657,1.7921
33976.230,1.7658,1.7945
33976.230,1.7658,1.7919
33976.230,1.7657,1.7919
33976.230,1.7656,1.7945
33976.230,1.7656,1.7946
33976.230,1.7656,1.7946
33976.230,1.7657,1.7919
33976.230,1.7657,1.7945
33976.230,1.7655,1.7946
33976.230,1.7658,1.7944
33976.230,1.7658,1.7919
33976.230,1.7656,1.7945
33976.230,1.7655,1.7944
33976.230,1.7655,1.7945
33976.230,1.7650,1.7942
33976.230,1.7651,1.7943
33976.230,1.7652,1.7943
33976.230,1.7652,1.7945
33976.230,1.7653,1.7942
33976.230,1.7653,1.7942
33976.230,1.7673,1.7943
33976.230,1.7633,1.7922
33976.230,1.7633,1.8032
